É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2024/08/26 14:03:34

,,,,åFñ{,åFñ{,åFñ{,åFñ{
îN,åé,ì˙,éû,ãCâ∑(Åé),ìVãC,ç~êÖó (mm),ç~êÖó (mm)
,,,,,,,åªè€Ç»ÇµèÓïÒ
2023,4,29,16,19.4,10,1.0,0
2023,4,29,17,19.8,10,0.5,0
2023,4,29,18,19.9,10,1.5,0
2023,4,29,19,20.0,10,17.0,0
2023,4,29,20,19.5,10,5.5,0
2023,4,29,21,18.2,10,4.5,0
2023,4,29,22,17.4,10,5.0,0
2023,4,29,23,16.8,10,2.0,0
2023,4,29,24,17.0,10,0.5,0
2023,4,30,1,16.6,10,0.0,0
2023,4,30,2,15.9,10,0.5,0
2023,4,30,3,15.6,10,1.0,0
2023,4,30,4,14.8,4,0.0,0
2023,4,30,5,14.5,4,0,1
2023,4,30,6,14.5,10,0.0,0
2023,4,30,7,14.3,4,0.0,0
2023,4,30,8,14.6,4,0.0,0
2023,4,30,9,14.9,4,0,1
2023,4,30,10,15.7,4,0,1
2023,4,30,11,16.0,4,0,1
2023,4,30,12,17.4,4,0,1
2023,4,30,13,18.3,4,0,1
2023,4,30,14,19.4,4,0,1
2023,4,30,15,19.9,4,0,1
2023,4,30,16,18.7,4,0,1
2023,4,30,17,19.9,4,0,1
2023,4,30,18,19.1,2,0,1
2023,4,30,19,17.6,2,0,1
2023,4,30,20,16.3,2,0,1
2023,4,30,21,15.7,2,0,1
2023,4,30,22,15.2,2,0,1
2023,4,30,23,14.2,2,0,1
2023,4,30,24,13.0,2,0,1
2023,5,1,1,12.5,2,0,1
2023,5,1,2,11.6,2,0,1
2023,5,1,3,10.8,2,0,1
2023,5,1,4,10.6,2,0,1
2023,5,1,5,10.3,2,0,1
2023,5,1,6,9.9,2,0,1
2023,5,1,7,11.3,2,0,1
2023,5,1,8,13.4,2,0,1
2023,5,1,9,16.7,2,0,1
2023,5,1,10,18.9,2,0,1
2023,5,1,11,20.6,2,0,1
2023,5,1,12,22.3,2,0,1
2023,5,1,13,21.7,2,0,1
2023,5,1,14,22.3,2,0,1
2023,5,1,15,22.1,2,0,1
2023,5,1,16,21.6,2,0,1
2023,5,1,17,21.1,2,0,1
2023,5,1,18,20.4,2,0,1
2023,5,1,19,19.0,2,0,1
2023,5,1,20,18.2,2,0,1
2023,5,1,21,17.0,2,0,1
2023,5,1,22,16.3,2,0,1
2023,5,1,23,14.0,2,0,1
2023,5,1,24,13.4,2,0,1
2023,5,2,1,12.3,2,0,1
2023,5,2,2,11.3,2,0,1
2023,5,2,3,10.9,2,0,1
2023,5,2,4,10.6,2,0,1
2023,5,2,5,9.1,2,0,1
2023,5,2,6,9.9,2,0,1
2023,5,2,7,11.2,2,0,1
2023,5,2,8,13.7,2,0,1
2023,5,2,9,16.5,2,0,1
2023,5,2,10,19.4,2,0,1
2023,5,2,11,22.3,2,0,1
2023,5,2,12,23.4,2,0,1
2023,5,2,13,23.9,2,0,1
2023,5,2,14,24.5,2,0,1
2023,5,2,15,25.5,2,0,1
2023,5,2,16,24.9,2,0,1
2023,5,2,17,24.5,2,0,1
2023,5,2,18,23.1,4,0,1
2023,5,2,19,21.7,2,0,1
2023,5,2,20,20.1,2,0,1
2023,5,2,21,19.3,2,0,1
2023,5,2,22,18.5,4,0,1
2023,5,2,23,17.6,2,0,1
2023,5,2,24,16.8,4,0,1
2023,5,3,1,15.6,4,0,1
2023,5,3,2,14.8,2,0,1
2023,5,3,3,13.2,4,0,1
2023,5,3,4,12.6,4,0,1
2023,5,3,5,12.2,4,0,1
2023,5,3,6,12.8,2,0,1
2023,5,3,7,13.3,2,0,1
2023,5,3,8,15.7,4,0,1
2023,5,3,9,18.7,2,0,1
2023,5,3,10,21.0,2,0,1
2023,5,3,11,22.9,2,0,1
2023,5,3,12,24.0,2,0,1
2023,5,3,13,24.0,2,0,1
2023,5,3,14,25.0,2,0,1
2023,5,3,15,25.1,4,0,1
2023,5,3,16,24.0,4,0,1
2023,5,3,17,22.9,4,0,1
2023,5,3,18,20.7,10,0.0,0
2023,5,3,19,20.0,4,0.0,0
2023,5,3,20,20.0,4,0.0,0
2023,5,3,21,19.6,4,0.0,0
2023,5,3,22,19.2,10,0.0,0
2023,5,3,23,18.5,10,0.0,0
2023,5,3,24,17.9,10,0.0,0
2023,5,4,1,16.6,10,0.5,0
2023,5,4,2,16.1,10,1.0,0
2023,5,4,3,15.9,10,1.0,0
2023,5,4,4,15.8,10,1.0,0
2023,5,4,5,15.8,10,0.0,0
2023,5,4,6,15.6,10,0.0,0
2023,5,4,7,16.0,10,0.0,0
2023,5,4,8,16.4,10,0.5,0
2023,5,4,9,17.0,4,0.0,0
2023,5,4,10,18.0,4,0,1
2023,5,4,11,18.8,4,0,1
2023,5,4,12,20.0,4,0,1
2023,5,4,13,21.4,4,0,1
2023,5,4,14,21.2,4,0,1
2023,5,4,15,20.6,4,0,1
2023,5,4,16,19.7,4,0,1
2023,5,4,17,19.5,4,0,1
2023,5,4,18,19.4,10,0.0,0
2023,5,4,19,18.3,10,0.0,0
2023,5,4,20,17.8,10,1.0,0
2023,5,4,21,17.5,10,2.0,0
2023,5,4,22,17.3,10,1.5,0
2023,5,4,23,17.0,4,0.0,0
2023,5,4,24,17.2,10,0.5,0
2023,5,5,1,17.3,10,0.0,0
2023,5,5,2,17.1,4,0.0,0
2023,5,5,3,16.9,4,0,1
2023,5,5,4,17.1,4,0,1
2023,5,5,5,16.9,4,0,1
2023,5,5,6,17.0,4,0,1
2023,5,5,7,17.5,4,0,1
2023,5,5,8,18.8,4,0,1
2023,5,5,9,21.0,4,0,1
2023,5,5,10,23.4,2,0,1
2023,5,5,11,25.3,2,0,1
2023,5,5,12,25.9,4,0,1
2023,5,5,13,26.7,2,0,1
2023,5,5,14,25.9,4,0,1
2023,5,5,15,25.8,4,0,1
2023,5,5,16,25.4,4,0,1
2023,5,5,17,25.4,4,0,1
2023,5,5,18,24.6,4,0,1
2023,5,5,19,23.7,4,0,1
2023,5,5,20,23.4,4,0,1
2023,5,5,21,22.7,2,0,1
2023,5,5,22,22.3,2,0,1
2023,5,5,23,21.4,4,0,1
2023,5,5,24,21.2,4,0.0,0
2023,5,6,1,21.6,4,0,1
2023,5,6,2,21.3,4,0,1
2023,5,6,3,21.5,4,0,1
2023,5,6,4,21.8,4,0,1
2023,5,6,5,21.7,4,0,1
2023,5,6,6,21.6,4,0,1
2023,5,6,7,21.6,4,0.0,0
2023,5,6,8,21.8,4,0.0,0
2023,5,6,9,21.1,4,3.0,0
2023,5,6,10,21.4,10,0.5,0
2023,5,6,11,21.0,10,3.0,0
2023,5,6,12,21.3,10,3.5,0
2023,5,6,13,21.7,10,4.5,0
2023,5,6,14,22.2,10,0.0,0
2023,5,6,15,22.6,10,0.5,0
2023,5,6,16,23.0,10,0.0,0
2023,5,6,17,22.3,10,6.5,0
2023,5,6,18,22.4,10,4.5,0
2023,5,6,19,22.5,10,4.5,0
2023,5,6,20,22.2,10,2.0,0
2023,5,6,21,22.0,10,1.0,0
2023,5,6,22,21.7,10,2.5,0
2023,5,6,23,21.1,10,14.0,0
2023,5,6,24,19.7,10,2.0,0
2023,5,7,1,18.9,10,6.5,0
2023,5,7,2,18.4,10,1.5,0
2023,5,7,3,17.8,10,0.0,0
2023,5,7,4,17.4,10,0.5,0
2023,5,7,5,17.6,10,0.0,0
2023,5,7,6,17.4,10,0.0,0
2023,5,7,7,17.6,10,1.0,0
2023,5,7,8,17.4,10,3.0,0
2023,5,7,9,17.5,10,3.0,0
2023,5,7,10,17.7,10,4.5,0
2023,5,7,11,18.1,10,6.5,0
2023,5,7,12,17.8,10,5.0,0
2023,5,7,13,17.8,10,5.0,0
2023,5,7,14,18.4,10,4.0,0
2023,5,7,15,18.6,10,7.5,0
2023,5,7,16,18.3,10,8.5,0
2023,5,7,17,18.3,10,3.5,0
2023,5,7,18,16.4,10,1.5,0
2023,5,7,19,15.8,10,0.5,0
2023,5,7,20,15.3,10,2.5,0
2023,5,7,21,15.4,10,0.0,0
2023,5,7,22,15.3,4,0.0,0
2023,5,7,23,14.7,4,0,1
2023,5,7,24,14.8,2,0,1
2023,5,8,1,14.3,4,0,1
2023,5,8,2,14.2,2,0,1
2023,5,8,3,14.0,2,0,1
2023,5,8,4,14.0,4,0,1
2023,5,8,5,14.0,4,0,1
2023,5,8,6,14.0,4,0,1
2023,5,8,7,14.7,2,0,1
2023,5,8,8,16.3,2,0,1
2023,5,8,9,17.5,2,0,1
2023,5,8,10,18.3,2,0,1
2023,5,8,11,20.3,2,0,1
2023,5,8,12,21.3,2,0,1
2023,5,8,13,22.0,2,0,1
2023,5,8,14,22.5,2,0,1
2023,5,8,15,22.6,2,0,1
2023,5,8,16,22.5,2,0,1
2023,5,8,17,21.4,2,0,1
2023,5,8,18,19.4,2,0,1
2023,5,8,19,17.8,4,0,1
2023,5,8,20,16.8,4,0,1
2023,5,8,21,15.7,4,0,1
2023,5,8,22,15.0,4,0,1
2023,5,8,23,14.5,2,0,1
2023,5,8,24,13.7,4,0,1
2023,5,9,1,13.8,4,0,1
2023,5,9,2,13.6,4,0,1
2023,5,9,3,13.3,4,0,1
2023,5,9,4,12.8,4,0,1
2023,5,9,5,13.1,2,0,1
2023,5,9,6,13.0,2,0,1
2023,5,9,7,14.2,2,0,1
2023,5,9,8,16.3,2,0,1
2023,5,9,9,19.6,2,0,1
2023,5,9,10,21.0,2,0,1
2023,5,9,11,24.2,2,0,1
2023,5,9,12,24.5,2,0,1
2023,5,9,13,25.6,2,0,1
2023,5,9,14,26.3,2,0,1
2023,5,9,15,26.7,2,0,1
2023,5,9,16,26.7,2,0,1
2023,5,9,17,25.7,2,0,1
2023,5,9,18,24.2,2,0,1
2023,5,9,19,22.4,4,0,1
2023,5,9,20,20.0,2,0,1
2023,5,9,21,18.3,2,0,1
2023,5,9,22,17.4,2,0,1
2023,5,9,23,16.4,2,0,1
2023,5,9,24,16.0,2,0,1
2023,5,10,1,14.7,2,0,1
2023,5,10,2,14.2,4,0,1
2023,5,10,3,13.4,2,0,1
2023,5,10,4,12.4,2,0,1
2023,5,10,5,11.5,2,0,1
2023,5,10,6,11.8,4,0,1
2023,5,10,7,12.9,4,0,1
2023,5,10,8,14.9,4,0,1
2023,5,10,9,18.5,2,0,1
2023,5,10,10,20.7,2,0,1
2023,5,10,11,22.7,2,0,1
2023,5,10,12,23.7,2,0,1
2023,5,10,13,25.4,2,0,1
2023,5,10,14,26.1,2,0,1
2023,5,10,15,26.2,2,0,1
2023,5,10,16,25.2,2,0,1
2023,5,10,17,24.8,2,0,1
2023,5,10,18,23.2,2,0,1
2023,5,10,19,21.1,2,0,1
2023,5,10,20,20.0,4,0,1
2023,5,10,21,19.8,2,0,1
2023,5,10,22,19.4,4,0,1
2023,5,10,23,18.5,4,0,1
2023,5,10,24,17.4,2,0,1
2023,5,11,1,16.6,2,0,1
2023,5,11,2,15.7,2,0,1
2023,5,11,3,15.6,4,0,1
2023,5,11,4,15.5,4,0,1
2023,5,11,5,15.1,2,0,1
2023,5,11,6,14.6,4,0,1
2023,5,11,7,16.4,2,0,1
2023,5,11,8,18.9,2,0,1
2023,5,11,9,21.5,2,0,1
2023,5,11,10,22.1,2,0,1
2023,5,11,11,23.7,2,0,1
2023,5,11,12,25.7,2,0,1
2023,5,11,13,26.4,2,0,1
2023,5,11,14,27.4,2,0,1
2023,5,11,15,26.9,2,0,1
2023,5,11,16,26.4,4,0,1
2023,5,11,17,24.5,4,0,1
2023,5,11,18,23.5,4,0,1
2023,5,11,19,22.1,4,0,1
2023,5,11,20,21.5,4,0,1
2023,5,11,21,20.9,4,0,1
2023,5,11,22,20.5,4,0,1
2023,5,11,23,19.0,2,0,1
2023,5,11,24,18.4,2,0,1
2023,5,12,1,17.8,2,0,1
2023,5,12,2,17.0,2,0,1
2023,5,12,3,16.6,2,0,1
2023,5,12,4,16.0,2,0,1
2023,5,12,5,15.6,2,0,1
2023,5,12,6,15.5,2,0,1
2023,5,12,7,16.3,2,0,1
2023,5,12,8,18.3,2,0,1
2023,5,12,9,21.2,2,0,1
2023,5,12,10,22.8,2,0,1
2023,5,12,11,24.2,4,0,1
2023,5,12,12,25.5,4,0,1
2023,5,12,13,25.9,4,0,1
2023,5,12,14,26.7,4,0,1
2023,5,12,15,26.2,4,0,1
2023,5,12,16,24.9,4,0,1
2023,5,12,17,24.0,4,0,1
2023,5,12,18,22.7,4,0,1
2023,5,12,19,21.6,10,0.0,0
2023,5,12,20,21.2,10,0.0,0
2023,5,12,21,20.1,10,0.0,0
2023,5,12,22,19.8,10,0.0,0
2023,5,12,23,19.2,10,0.0,0
2023,5,12,24,18.6,10,0.0,0
2023,5,13,1,17.7,10,0.0,0
2023,5,13,2,17.4,10,0.0,0
2023,5,13,3,17.5,4,0.0,0
2023,5,13,4,17.3,4,0.0,0
2023,5,13,5,17.0,10,0.0,0
2023,5,13,6,16.6,10,0.0,0
2023,5,13,7,16.6,10,0.5,0
2023,5,13,8,17.6,10,0.0,0
2023,5,13,9,17.1,10,1.5,0
2023,5,13,10,17.4,10,0.5,0
2023,5,13,11,17.1,10,1.0,0
2023,5,13,12,17.3,10,1.0,0
2023,5,13,13,17.2,10,1.5,0
2023,5,13,14,16.5,10,1.5,0
2023,5,13,15,16.7,10,1.5,0
2023,5,13,16,17.1,10,1.5,0
2023,5,13,17,17.1,10,1.5,0
2023,5,13,18,16.6,10,1.5,0
2023,5,13,19,16.4,10,1.0,0
2023,5,13,20,16.4,10,2.0,0
2023,5,13,21,16.4,10,0.5,0
2023,5,13,22,16.5,10,0.0,0
2023,5,13,23,16.6,4,0.5,0
2023,5,13,24,16.7,4,0,1
2023,5,14,1,16.6,4,0,1
2023,5,14,2,16.0,4,0,1
2023,5,14,3,15.9,2,0,1
2023,5,14,4,15.0,4,0,1
2023,5,14,5,15.0,8,0,1
2023,5,14,6,15.0,8,0,1
2023,5,14,7,15.1,8,0,1
2023,5,14,8,15.8,2,0,1
2023,5,14,9,18.6,2,0,1
2023,5,14,10,20.3,2,0,1
2023,5,14,11,21.5,2,0,1
2023,5,14,12,22.3,2,0.0,0
2023,5,14,13,23.1,2,0,1
2023,5,14,14,24.2,2,0,1
2023,5,14,15,24.7,2,0,1
2023,5,14,16,24.5,2,0,1
2023,5,14,17,23.9,2,0,1
2023,5,14,18,22.3,2,0,1
2023,5,14,19,21.4,2,0,1
2023,5,14,20,20.7,2,0,1
2023,5,14,21,20.6,2,0,1
2023,5,14,22,19.3,2,0,1
2023,5,14,23,18.4,2,0,1
2023,5,14,24,17.3,2,0,1
2023,5,15,1,17.0,2,0,1
2023,5,15,2,16.3,2,0,1
2023,5,15,3,16.2,2,0,1
2023,5,15,4,16.0,2,0,1
2023,5,15,5,15.4,2,0,1
2023,5,15,6,16.2,2,0,1
2023,5,15,7,17.2,2,0,1
2023,5,15,8,18.2,2,0,1
2023,5,15,9,20.9,2,0,1
2023,5,15,10,22.7,2,0,1
2023,5,15,11,24.2,2,0,1
2023,5,15,12,24.9,2,0,1
2023,5,15,13,25.5,2,0,1
2023,5,15,14,26.3,2,0,1
2023,5,15,15,27.0,2,0,1
2023,5,15,16,26.6,2,0,1
2023,5,15,17,24.6,2,0,1
2023,5,15,18,23.4,2,0,1
2023,5,15,19,22.5,4,0,1
2023,5,15,20,21.4,2,0,1
2023,5,15,21,20.9,2,0,1
2023,5,15,22,19.6,2,0,1
2023,5,15,23,19.7,2,0,1
2023,5,15,24,18.1,2,0,1
2023,5,16,1,17.5,2,0,1
2023,5,16,2,16.8,2,0,1
2023,5,16,3,16.2,2,0,1
2023,5,16,4,15.6,2,0,1
2023,5,16,5,15.1,2,0,1
2023,5,16,6,15.5,2,0,1
2023,5,16,7,17.0,2,0,1
2023,5,16,8,19.4,2,0,1
2023,5,16,9,22.1,2,0,1
2023,5,16,10,25.1,2,0,1
2023,5,16,11,26.2,2,0,1
2023,5,16,12,26.8,2,0,1
2023,5,16,13,28.2,2,0,1
2023,5,16,14,28.3,2,0,1
2023,5,16,15,28.4,2,0,1
2023,5,16,16,27.4,2,0,1
2023,5,16,17,27.2,2,0,1
2023,5,16,18,25.0,2,0,1
2023,5,16,19,23.9,2,0,1
2023,5,16,20,22.9,2,0,1
2023,5,16,21,22.6,2,0,1
2023,5,16,22,22.3,2,0,1
2023,5,16,23,21.4,2,0,1
2023,5,16,24,20.9,2,0,1
2023,5,17,1,20.2,2,0,1
2023,5,17,2,19.6,2,0,1
2023,5,17,3,18.8,4,0,1
2023,5,17,4,18.4,4,0,1
2023,5,17,5,17.9,2,0,1
2023,5,17,6,17.9,2,0,1
2023,5,17,7,18.9,2,0,1
2023,5,17,8,21.3,2,0,1
2023,5,17,9,23.4,2,0,1
2023,5,17,10,25.5,2,0,1
2023,5,17,11,27.2,2,0,1
2023,5,17,12,28.4,2,0,1
2023,5,17,13,28.8,2,0,1
2023,5,17,14,28.9,2,0,1
2023,5,17,15,28.4,4,0,1
2023,5,17,16,28.1,2,0,1
2023,5,17,17,27.1,2,0,1
2023,5,17,18,25.7,4,0,1
2023,5,17,19,24.8,4,0,1
2023,5,17,20,24.0,2,0,1
2023,5,17,21,23.6,4,0,1
2023,5,17,22,22.6,4,0,1
2023,5,17,23,21.6,4,0,1
2023,5,17,24,21.1,4,0,1
2023,5,18,1,20.9,4,0,1
2023,5,18,2,20.3,4,0,1
2023,5,18,3,20.3,4,0,1
2023,5,18,4,19.7,4,0,1
2023,5,18,5,19.2,4,0,1
2023,5,18,6,19.4,4,0,1
2023,5,18,7,20.0,4,0,1
2023,5,18,8,21.0,10,0.0,0
2023,5,18,9,21.9,10,0.0,0
2023,5,18,10,21.1,10,0.0,0
2023,5,18,11,21.2,10,0.5,0
2023,5,18,12,21.5,10,0.0,0
2023,5,18,13,21.2,10,0.0,0
2023,5,18,14,19.8,10,1.0,0
2023,5,18,15,18.9,10,1.0,0
2023,5,18,16,17.7,10,3.0,0
2023,5,18,17,17.9,10,1.0,0
2023,5,18,18,18.7,4,0.5,0
2023,5,18,19,20.2,4,0.0,0
2023,5,18,20,20.1,4,0.0,0
2023,5,18,21,20.9,4,0,1
2023,5,18,22,21.5,4,0,1
2023,5,18,23,21.6,4,0,1
2023,5,18,24,21.5,10,0.0,0
2023,5,19,1,21.2,10,0.0,0
2023,5,19,2,20.3,10,0.0,0
2023,5,19,3,22.0,10,0.0,0
2023,5,19,4,19.9,10,2.0,0
2023,5,19,5,18.7,4,0.0,0
2023,5,19,6,19.0,4,0,1
2023,5,19,7,19.6,4,0,1
2023,5,19,8,19.9,4,0,1
2023,5,19,9,20.2,4,0.0,0
2023,5,19,10,21.5,4,0.5,0
2023,5,19,11,21.3,4,0,1
2023,5,19,12,21.3,4,0.0,0
2023,5,19,13,20.1,10,0.0,0
2023,5,19,14,19.7,10,0.5,0
2023,5,19,15,19.3,10,0.5,0
2023,5,19,16,19.9,4,0.0,0
2023,5,19,17,20.9,4,0,1
2023,5,19,18,21.7,2,0,1
2023,5,19,19,21.2,2,0,1
2023,5,19,20,20.0,2,0,1
2023,5,19,21,19.3,2,0,1
2023,5,19,22,19.4,4,0,1
2023,5,19,23,19.3,4,0,1
2023,5,19,24,18.7,2,0,1
2023,5,20,1,18.5,2,0,1
2023,5,20,2,18.3,2,0,1
2023,5,20,3,17.7,2,0,1
2023,5,20,4,16.8,2,0,1
2023,5,20,5,16.3,2,0,1
2023,5,20,6,16.8,2,0,1
2023,5,20,7,19.1,2,0,1
2023,5,20,8,21.4,2,0,1
2023,5,20,9,22.4,2,0,1
2023,5,20,10,23.5,2,0,1
2023,5,20,11,25.1,2,0,1
2023,5,20,12,25.1,2,0,1
2023,5,20,13,26.6,2,0,1
2023,5,20,14,26.8,2,0,1
2023,5,20,15,27.9,2,0,1
2023,5,20,16,27.7,2,0,1
2023,5,20,17,27.4,2,0,1
2023,5,20,18,26.1,2,0,1
2023,5,20,19,24.8,4,0,1
2023,5,20,20,23.4,4,0,1
2023,5,20,21,22.5,4,0,1
2023,5,20,22,21.6,2,0,1
2023,5,20,23,20.8,2,0,1
2023,5,20,24,20.2,2,0,1
2023,5,21,1,19.3,4,0,1
2023,5,21,2,19.4,4,0,1
2023,5,21,3,18.8,2,0,1
2023,5,21,4,18.2,2,0,1
2023,5,21,5,17.7,2,0,1
2023,5,21,6,17.4,2,0,1
2023,5,21,7,19.7,2,0,1
2023,5,21,8,21.5,2,0,1
2023,5,21,9,23.1,2,0,1
2023,5,21,10,25.3,2,0,1
2023,5,21,11,26.1,2,0,1
2023,5,21,12,27.2,2,0,1
2023,5,21,13,27.4,2,0,1
2023,5,21,14,27.4,2,0,1
2023,5,21,15,27.3,2,0,1
2023,5,21,16,27.6,2,0,1
2023,5,21,17,26.3,2,0,1
2023,5,21,18,23.5,2,0,1
2023,5,21,19,21.9,2,0,1
2023,5,21,20,21.6,4,0,1
2023,5,21,21,21.6,4,0,1
2023,5,21,22,20.8,2,0,1
2023,5,21,23,20.1,2,0,1
2023,5,21,24,19.7,2,0,1
2023,5,22,1,19.2,2,0,1
2023,5,22,2,18.5,2,0,1
2023,5,22,3,18.0,2,0,1
2023,5,22,4,17.8,2,0,1
2023,5,22,5,18.4,2,0,1
2023,5,22,6,18.2,2,0,1
2023,5,22,7,18.8,4,0,1
2023,5,22,8,18.8,4,0,1
2023,5,22,9,19.4,4,0,1
2023,5,22,10,21.1,4,0,1
2023,5,22,11,22.8,2,0,1
2023,5,22,12,26.2,2,0,1
2023,5,22,13,25.5,4,0,1
2023,5,22,14,27.3,4,0,1
2023,5,22,15,27.0,4,0,1
2023,5,22,16,25.1,4,0,1
2023,5,22,17,24.2,4,0.0,0
2023,5,22,18,21.4,10,0.0,0
2023,5,22,19,20.1,10,0.5,0
2023,5,22,20,19.6,10,0.0,0
2023,5,22,21,19.3,10,0.0,0
2023,5,22,22,18.9,10,0.5,0
2023,5,22,23,18.5,4,0.0,0
2023,5,22,24,18.8,4,0,1
2023,5,23,1,17.9,4,0,1
2023,5,23,2,18.4,4,0,1
2023,5,23,3,18.3,4,0,1
2023,5,23,4,18.2,2,0,1
2023,5,23,5,17.6,2,0,1
2023,5,23,6,17.4,2,0,1
2023,5,23,7,18.5,2,0,1
2023,5,23,8,19.3,4,0,1
2023,5,23,9,21.1,2,0,1
2023,5,23,10,22.6,2,0,1
2023,5,23,11,24.0,2,0,1
2023,5,23,12,24.4,2,0,1
2023,5,23,13,25.5,2,0,1
2023,5,23,14,25.5,2,0,1
2023,5,23,15,26.0,2,0,1
2023,5,23,16,24.4,2,0,1
2023,5,23,17,23.8,2,0,1
2023,5,23,18,22.9,2,0,1
2023,5,23,19,21.5,2,0,1
2023,5,23,20,20.6,2,0,1
2023,5,23,21,18.9,2,0,1
2023,5,23,22,18.1,2,0,1
2023,5,23,23,17.0,2,0,1
2023,5,23,24,16.3,2,0,1
2023,5,24,1,15.7,2,0,1
2023,5,24,2,14.2,2,0,1
2023,5,24,3,13.3,2,0,1
2023,5,24,4,12.6,2,0,1
2023,5,24,5,12.1,2,0,1
2023,5,24,6,12.8,2,0,1
2023,5,24,7,14.9,2,0,1
2023,5,24,8,17.2,2,0,1
2023,5,24,9,19.8,2,0,1
2023,5,24,10,21.8,2,0,1
2023,5,24,11,23.4,2,0,1
2023,5,24,12,25.1,2,0,1
2023,5,24,13,25.9,2,0,1
2023,5,24,14,26.1,2,0,1
2023,5,24,15,27.2,2,0,1
2023,5,24,16,26.5,2,0,1
2023,5,24,17,25.5,4,0,1
2023,5,24,18,24.3,4,0,1
2023,5,24,19,22.5,4,0,1
2023,5,24,20,21.8,4,0,1
2023,5,24,21,21.4,4,0,1
2023,5,24,22,20.7,4,0,1
2023,5,24,23,20.1,4,0,1
2023,5,24,24,20.1,4,0,1
2023,5,25,1,19.6,4,0.0,0
2023,5,25,2,19.2,10,0.0,0
2023,5,25,3,19.1,4,0.0,0
2023,5,25,4,19.0,4,0,1
2023,5,25,5,18.6,4,0.0,0
2023,5,25,6,18.5,4,0,1
2023,5,25,7,19.1,4,0,1
2023,5,25,8,19.7,4,0,1
2023,5,25,9,20.4,4,0,1
2023,5,25,10,21.3,4,0,1
2023,5,25,11,22.8,4,0,1
2023,5,25,12,23.1,4,0,1
2023,5,25,13,24.5,4,0,1
2023,5,25,14,25.8,4,0,1
2023,5,25,15,26.1,4,0,1
2023,5,25,16,25.1,4,0,1
2023,5,25,17,24.5,4,0,1
2023,5,25,18,24.2,4,0,1
2023,5,25,19,23.2,4,0,1
2023,5,25,20,22.6,4,0,1
2023,5,25,21,21.8,4,0,1
2023,5,25,22,21.1,2,0,1
2023,5,25,23,20.0,2,0,1
2023,5,25,24,20.0,2,0,1
2023,5,26,1,19.1,4,0,1
2023,5,26,2,18.4,2,0,1
2023,5,26,3,17.9,2,0,1
2023,5,26,4,17.3,2,0,1
2023,5,26,5,17.0,2,0,1
2023,5,26,6,17.2,4,0,1
2023,5,26,7,20.0,4,0,1
2023,5,26,8,21.6,4,0,1
2023,5,26,9,23.1,4,0,1
2023,5,26,10,25.4,4,0,1
2023,5,26,11,26.4,4,0,1
2023,5,26,12,27.5,2,0,1
2023,5,26,13,28.3,2,0,1
2023,5,26,14,28.6,4,0,1
2023,5,26,15,28.4,4,0,1
2023,5,26,16,28.0,4,0,1
2023,5,26,17,28.4,2,0,1
2023,5,26,18,27.2,2,0,1
2023,5,26,19,24.0,4,0,1
2023,5,26,20,23.7,4,0,1
2023,5,26,21,23.2,4,0,1
2023,5,26,22,22.8,4,0,1
2023,5,26,23,22.2,2,0,1
2023,5,26,24,21.9,2,0,1
2023,5,27,1,21.1,4,0,1
2023,5,27,2,20.6,4,0,1
2023,5,27,3,20.3,4,0,1
2023,5,27,4,20.3,4,0,1
2023,5,27,5,20.0,4,0,1
2023,5,27,6,20.1,4,0,1
2023,5,27,7,21.1,4,0,1
2023,5,27,8,23.0,4,0,1
2023,5,27,9,24.4,2,0,1
2023,5,27,10,26.4,2,0,1
2023,5,27,11,28.6,2,0,1
2023,5,27,12,28.4,2,0,1
2023,5,27,13,28.1,4,0,1
2023,5,27,14,27.6,4,0,1
2023,5,27,15,27.7,4,0,1
2023,5,27,16,27.7,4,0,1
2023,5,27,17,27.7,4,0,1
2023,5,27,18,26.4,4,0,1
2023,5,27,19,25.0,4,0,1
2023,5,27,20,24.7,4,0,1
2023,5,27,21,23.9,4,0,1
2023,5,27,22,23.3,4,0,1
2023,5,27,23,22.7,4,0,1
2023,5,27,24,22.6,4,0,1
2023,5,28,1,22.0,4,0,1
2023,5,28,2,21.9,4,0,1
2023,5,28,3,21.2,4,0,1
2023,5,28,4,20.8,4,0,1
2023,5,28,5,20.6,4,0,1
2023,5,28,6,20.0,4,0,1
2023,5,28,7,21.7,4,0,1
2023,5,28,8,23.3,4,0,1
2023,5,28,9,25.2,4,0,1
2023,5,28,10,26.6,4,0,1
2023,5,28,11,27.3,4,0,1
2023,5,28,12,29.6,4,0,1
2023,5,28,13,30.0,4,0,1
2023,5,28,14,29.7,4,0.0,0
2023,5,28,15,31.0,4,0,1
2023,5,28,16,30.1,4,0,1
2023,5,28,17,29.7,4,0,1
2023,5,28,18,29.4,4,0,1
2023,5,28,19,28.3,4,0,1
2023,5,28,20,27.4,4,0,1
2023,5,28,21,26.9,4,0,1
2023,5,28,22,26.5,4,0,1
2023,5,28,23,25.9,4,0,1
2023,5,28,24,25.2,4,0,1
2023,5,29,1,24.3,2,0,1
2023,5,29,2,23.8,2,0,1
2023,5,29,3,23.7,4,0,1
2023,5,29,4,23.6,4,0,1
2023,5,29,5,23.4,4,0,1
2023,5,29,6,23.4,4,0,1
2023,5,29,7,24.0,4,0,1
