É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2024/08/26 14:03:34

,,,,åFñ{,åFñ{,åFñ{,åFñ{
îN,åé,ì˙,éû,ãCâ∑(Åé),ìVãC,ç~êÖó (mm),ç~êÖó (mm)
,,,,,,,åªè€Ç»ÇµèÓïÒ
2023,5,29,8,24.5,10,0.0,0
2023,5,29,9,25.8,10,0.0,0
2023,5,29,10,26.7,10,0.0,0
2023,5,29,11,27.1,10,0.0,0
2023,5,29,12,28.6,4,0.0,0
2023,5,29,13,28.9,4,0,1
2023,5,29,14,28.6,4,0,1
2023,5,29,15,28.6,4,0,1
2023,5,29,16,28.2,4,0,1
2023,5,29,17,27.4,4,0.0,0
2023,5,29,18,26.5,10,0.0,0
2023,5,29,19,25.6,10,0.0,0
2023,5,29,20,24.9,10,0.0,0
2023,5,29,21,24.5,4,0.0,0
2023,5,29,22,24.4,4,0.0,0
2023,5,29,23,24.6,4,0,1
2023,5,29,24,24.6,10,0.0,0
2023,5,30,1,24.3,4,0.0,0
2023,5,30,2,24.4,4,0.0,0
2023,5,30,3,24.2,4,0,1
2023,5,30,4,23.8,10,0.0,0
2023,5,30,5,23.6,10,0.5,0
2023,5,30,6,23.6,10,0.5,0
2023,5,30,7,24.0,4,0.0,0
2023,5,30,8,24.3,10,0.5,0
2023,5,30,9,24.7,10,0.0,0
2023,5,30,10,24.8,10,2.0,0
2023,5,30,11,24.6,10,0.5,0
2023,5,30,12,25.5,10,0.0,0
2023,5,30,13,23.3,10,3.0,0
2023,5,30,14,22.8,10,3.0,0
2023,5,30,15,22.4,10,7.0,0
2023,5,30,16,22.9,10,3.5,0
2023,5,30,17,22.7,10,1.5,0
2023,5,30,18,22.4,10,2.0,0
2023,5,30,19,22.5,10,0.0,0
2023,5,30,20,22.5,10,1.0,0
2023,5,30,21,22.3,10,0.5,0
2023,5,30,22,22.3,10,0.0,0
2023,5,30,23,22.0,10,0.0,0
2023,5,30,24,22.0,10,1.5,0
2023,5,31,1,22.0,10,0.5,0
2023,5,31,2,21.4,10,0.5,0
2023,5,31,3,21.2,10,0.0,0
2023,5,31,4,21.0,10,1.5,0
2023,5,31,5,20.6,10,2.0,0
2023,5,31,6,19.7,10,1.5,0
2023,5,31,7,19.5,10,1.0,0
2023,5,31,8,18.5,10,2.0,0
2023,5,31,9,18.7,10,3.0,0
2023,5,31,10,19.9,4,0.0,0
2023,5,31,11,20.5,4,0.0,0
2023,5,31,12,21.4,10,0.5,0
2023,5,31,13,23.4,4,0.0,0
2023,5,31,14,24.3,2,0,1
2023,5,31,15,26.8,2,0,1
2023,5,31,16,25.7,4,0,1
2023,5,31,17,24.1,10,0.0,0
2023,5,31,18,22.4,10,0.0,0
2023,5,31,19,22.2,4,0.0,0
2023,5,31,20,21.6,10,0.0,0
2023,5,31,21,20.0,10,0.0,0
2023,5,31,22,19.7,10,0.0,0
2023,5,31,23,19.9,4,0.0,0
2023,5,31,24,20.3,4,0.0,0
2023,6,1,1,20.3,10,0.0,0
2023,6,1,2,20.1,10,0.0,0
2023,6,1,3,20.1,4,0.0,0
2023,6,1,4,20.3,4,0,1
2023,6,1,5,20.6,4,0,1
2023,6,1,6,20.7,4,0,1
2023,6,1,7,21.6,4,0,1
2023,6,1,8,22.1,4,0,1
2023,6,1,9,23.9,2,0,1
2023,6,1,10,25.3,4,0,1
2023,6,1,11,26.8,4,0,1
2023,6,1,12,27.6,4,0,1
2023,6,1,13,26.7,10,0.0,0
2023,6,1,14,24.5,10,1.0,0
2023,6,1,15,25.1,10,0.0,0
2023,6,1,16,25.1,10,0.0,0
2023,6,1,17,24.3,10,0.0,0
2023,6,1,18,24.4,10,0.5,0
2023,6,1,19,23.8,4,0.0,0
2023,6,1,20,23.5,4,0,1
2023,6,1,21,23.4,4,0.0,0
2023,6,1,22,23.1,4,0.0,0
2023,6,1,23,22.8,4,0,1
2023,6,1,24,23.1,10,0.0,0
2023,6,2,1,22.3,10,2.0,0
2023,6,2,2,22.1,10,1.5,0
2023,6,2,3,21.9,10,4.0,0
2023,6,2,4,21.7,10,6.0,0
2023,6,2,5,21.9,10,6.0,0
2023,6,2,6,22.1,10,1.0,0
2023,6,2,7,22.1,10,7.0,0
2023,6,2,8,22.2,10,6.5,0
2023,6,2,9,22.7,10,4.0,0
2023,6,2,10,22.8,10,3.0,0
2023,6,2,11,23.2,10,7.5,0
2023,6,2,12,23.6,10,2.0,0
2023,6,2,13,24.1,10,1.0,0
2023,6,2,14,24.7,10,1.0,0
2023,6,2,15,25.7,10,0.0,0
2023,6,2,16,26.8,4,0.0,0
2023,6,2,17,28.0,4,0,1
2023,6,2,18,27.7,2,0,1
2023,6,2,19,26.9,2,0,1
2023,6,2,20,25.3,2,0,1
2023,6,2,21,24.2,2,0,1
2023,6,2,22,23.2,2,0,1
2023,6,2,23,22.0,2,0,1
2023,6,2,24,21.6,2,0,1
2023,6,3,1,21.3,2,0,1
2023,6,3,2,20.5,2,0,1
2023,6,3,3,20.4,2,0,1
2023,6,3,4,20.2,2,0,1
2023,6,3,5,19.3,2,0,1
2023,6,3,6,19.5,2,0,1
2023,6,3,7,20.9,2,0,1
2023,6,3,8,22.4,2,0,1
2023,6,3,9,24.4,2,0,1
2023,6,3,10,25.4,2,0,1
2023,6,3,11,26.4,2,0,1
2023,6,3,12,27.7,2,0,1
2023,6,3,13,27.9,2,0,1
2023,6,3,14,28.7,2,0,1
2023,6,3,15,29.0,2,0,1
2023,6,3,16,28.9,2,0,1
2023,6,3,17,27.9,2,0,1
2023,6,3,18,26.7,2,0,1
2023,6,3,19,25.1,2,0,1
2023,6,3,20,23.8,2,0,1
2023,6,3,21,23.1,2,0,1
2023,6,3,22,21.3,2,0,1
2023,6,3,23,20.3,2,0,1
2023,6,3,24,19.3,2,0,1
2023,6,4,1,19.0,2,0,1
2023,6,4,2,18.1,2,0,1
2023,6,4,3,17.1,2,0,1
2023,6,4,4,16.8,2,0,1
2023,6,4,5,16.5,2,0,1
2023,6,4,6,16.3,2,0,1
2023,6,4,7,18.5,2,0,1
2023,6,4,8,20.7,2,0,1
2023,6,4,9,22.6,4,0,1
2023,6,4,10,25.4,2,0,1
2023,6,4,11,26.2,2,0,1
2023,6,4,12,26.8,4,0,1
2023,6,4,13,28.1,4,0,1
2023,6,4,14,28.0,2,0,1
2023,6,4,15,27.8,4,0,1
2023,6,4,16,27.5,4,0,1
2023,6,4,17,26.9,2,0,1
2023,6,4,18,25.9,2,0,1
2023,6,4,19,23.9,2,0,1
2023,6,4,20,23.2,2,0,1
2023,6,4,21,23.2,4,0,1
2023,6,4,22,22.1,4,0,1
2023,6,4,23,21.6,2,0,1
2023,6,4,24,20.8,2,0,1
2023,6,5,1,20.1,4,0,1
2023,6,5,2,19.7,4,0,1
2023,6,5,3,19.7,4,0,1
2023,6,5,4,19.8,4,0,1
2023,6,5,5,19.0,4,0,1
2023,6,5,6,19.1,4,0,1
2023,6,5,7,20.0,4,0,1
2023,6,5,8,21.0,4,0,1
2023,6,5,9,22.3,4,0,1
2023,6,5,10,22.6,4,0.0,0
2023,6,5,11,24.5,4,0.0,0
2023,6,5,12,25.7,4,0,1
2023,6,5,13,26.1,4,0,1
2023,6,5,14,26.0,4,0,1
2023,6,5,15,26.3,4,0,1
2023,6,5,16,25.3,10,0.0,0
2023,6,5,17,25.3,4,0.0,0
2023,6,5,18,24.5,4,0.0,0
2023,6,5,19,23.4,4,0.0,0
2023,6,5,20,23.5,4,0,1
2023,6,5,21,22.9,4,0,1
2023,6,5,22,22.6,10,0.0,0
2023,6,5,23,21.8,10,0.0,0
2023,6,5,24,20.8,10,0.0,0
2023,6,6,1,20.8,10,0.0,0
2023,6,6,2,20.3,10,0.0,0
2023,6,6,3,18.9,10,1.5,0
2023,6,6,4,18.3,10,3.5,0
2023,6,6,5,17.4,10,2.5,0
2023,6,6,6,17.3,10,1.5,0
2023,6,6,7,17.3,10,2.5,0
2023,6,6,8,17.0,10,5.0,0
2023,6,6,9,17.0,10,12.0,0
2023,6,6,10,17.2,10,10.5,0
2023,6,6,11,17.5,10,4.5,0
2023,6,6,12,17.9,10,2.0,0
2023,6,6,13,18.0,10,2.0,0
2023,6,6,14,18.3,10,1.0,0
2023,6,6,15,18.6,10,1.0,0
2023,6,6,16,18.8,10,0.5,0
2023,6,6,17,18.8,10,1.0,0
2023,6,6,18,19.3,4,0.0,0
2023,6,6,19,18.7,10,0.5,0
2023,6,6,20,18.8,4,0.5,0
2023,6,6,21,18.7,2,0,1
2023,6,6,22,18.6,4,0,1
2023,6,6,23,18.9,4,0,1
2023,6,6,24,18.9,4,0,1
2023,6,7,1,18.9,10,0.0,0
2023,6,7,2,19.1,4,0.0,0
2023,6,7,3,18.9,4,0.0,0
2023,6,7,4,18.8,10,0.0,0
2023,6,7,5,18.5,2,0.0,0
2023,6,7,6,18.6,2,0,1
2023,6,7,7,19.2,4,0,1
2023,6,7,8,19.8,4,0,1
2023,6,7,9,21.1,4,0,1
2023,6,7,10,22.6,4,0,1
2023,6,7,11,24.1,2,0,1
2023,6,7,12,25.4,2,0,1
2023,6,7,13,27.0,2,0,1
2023,6,7,14,28.8,2,0,1
2023,6,7,15,28.9,4,0,1
2023,6,7,16,28.2,2,0,1
2023,6,7,17,28.0,2,0,1
2023,6,7,18,27.1,4,0,1
2023,6,7,19,25.7,4,0,1
2023,6,7,20,23.5,4,0,1
2023,6,7,21,22.7,4,0,1
2023,6,7,22,22.1,4,0,1
2023,6,7,23,21.9,4,0,1
2023,6,7,24,21.4,4,0,1
2023,6,8,1,21.5,4,0,1
2023,6,8,2,21.3,4,0,1
2023,6,8,3,21.2,10,0.0,0
2023,6,8,4,20.9,10,0.0,0
2023,6,8,5,19.6,10,3.5,0
2023,6,8,6,18.9,10,3.5,0
2023,6,8,7,18.0,10,3.5,0
2023,6,8,8,17.6,10,1.0,0
2023,6,8,9,17.8,10,1.0,0
2023,6,8,10,18.7,10,0.5,0
2023,6,8,11,18.9,10,0.0,0
2023,6,8,12,18.2,10,6.0,0
2023,6,8,13,18.9,10,2.0,0
2023,6,8,14,19.0,10,1.5,0
2023,6,8,15,19.2,10,3.0,0
2023,6,8,16,19.3,10,5.0,0
2023,6,8,17,19.9,10,1.0,0
2023,6,8,18,19.7,10,0.5,0
2023,6,8,19,19.5,10,3.0,0
2023,6,8,20,19.5,10,1.0,0
2023,6,8,21,19.8,10,0.0,0
2023,6,8,22,19.8,4,0.0,0
2023,6,8,23,19.6,4,0,1
2023,6,8,24,19.5,4,0,1
2023,6,9,1,19.4,4,0,1
2023,6,9,2,19.3,4,0,1
2023,6,9,3,19.4,2,0,1
2023,6,9,4,19.3,4,0,1
2023,6,9,5,18.4,4,0,1
2023,6,9,6,17.9,8,0,1
2023,6,9,7,18.4,8,0,1
2023,6,9,8,19.8,4,0,1
2023,6,9,9,20.8,4,0,1
2023,6,9,10,22.7,2,0,1
2023,6,9,11,24.7,4,0,1
2023,6,9,12,25.6,2,0,1
2023,6,9,13,25.4,4,0,1
2023,6,9,14,26.2,4,0,1
2023,6,9,15,27.0,2,0,1
2023,6,9,16,26.1,4,0,1
2023,6,9,17,25.7,4,0,1
2023,6,9,18,24.7,4,0,1
2023,6,9,19,24.2,4,0,1
2023,6,9,20,23.3,4,0,1
2023,6,9,21,22.2,4,0,1
2023,6,9,22,21.9,2,0,1
2023,6,9,23,21.5,4,0,1
2023,6,9,24,20.7,4,0,1
2023,6,10,1,20.2,4,0,1
2023,6,10,2,19.7,4,0,1
2023,6,10,3,19.3,4,0,1
2023,6,10,4,19.4,4,0,1
2023,6,10,5,19.5,4,0,1
2023,6,10,6,19.2,4,0,1
2023,6,10,7,20.3,4,0,1
2023,6,10,8,21.4,4,0,1
2023,6,10,9,22.6,4,0,1
2023,6,10,10,23.6,4,0,1
2023,6,10,11,24.4,4,0.0,0
2023,6,10,12,24.7,4,0.0,0
2023,6,10,13,25.4,4,0.0,0
2023,6,10,14,25.2,4,0,1
2023,6,10,15,24.8,4,0,1
2023,6,10,16,24.3,4,0,1
2023,6,10,17,23.6,10,0.0,0
2023,6,10,18,23.1,10,0.0,0
2023,6,10,19,22.4,4,0.0,0
2023,6,10,20,21.3,10,0.0,0
2023,6,10,21,21.1,10,0.5,0
2023,6,10,22,20.6,4,0.0,0
2023,6,10,23,20.8,4,0.0,0
2023,6,10,24,20.7,4,0.0,0
2023,6,11,1,20.4,10,0.0,0
2023,6,11,2,20.8,10,0.5,0
2023,6,11,3,20.4,4,0.0,0
2023,6,11,4,20.4,4,0.0,0
2023,6,11,5,20.4,10,0.0,0
2023,6,11,6,20.4,4,0.0,0
2023,6,11,7,20.3,10,0.0,0
2023,6,11,8,20.7,4,0.0,0
2023,6,11,9,22.1,4,0,1
2023,6,11,10,22.3,10,0.5,0
2023,6,11,11,23.1,10,0.0,0
2023,6,11,12,24.7,4,0.0,0
2023,6,11,13,25.5,10,0.0,0
2023,6,11,14,26.4,4,0.0,0
2023,6,11,15,27.2,4,0,1
2023,6,11,16,27.4,4,0,1
2023,6,11,17,27.1,4,0,1
2023,6,11,18,26.3,4,0,1
2023,6,11,19,26.0,4,0,1
2023,6,11,20,25.2,4,0,1
2023,6,11,21,24.5,4,0,1
2023,6,11,22,24.5,4,0,1
2023,6,11,23,23.2,4,0,1
2023,6,11,24,22.5,4,0,1
2023,6,12,1,22.5,4,0,1
2023,6,12,2,22.3,4,0,1
2023,6,12,3,21.9,4,0,1
2023,6,12,4,22.1,4,0,1
2023,6,12,5,22.1,10,0.0,0
2023,6,12,6,22.0,4,0.0,0
2023,6,12,7,22.5,4,0,1
2023,6,12,8,24.6,4,0,1
2023,6,12,9,25.3,4,0,1
2023,6,12,10,26.7,4,0,1
2023,6,12,11,28.5,4,0,1
2023,6,12,12,30.1,2,0,1
2023,6,12,13,29.9,4,0,1
2023,6,12,14,30.2,4,0,1
2023,6,12,15,29.9,4,0,1
2023,6,12,16,29.2,4,0,1
2023,6,12,17,28.7,15,0,1
2023,6,12,18,28.0,4,0,1
2023,6,12,19,27.0,4,0,1
2023,6,12,20,26.3,2,0,1
2023,6,12,21,25.6,2,0,1
2023,6,12,22,25.3,2,0,1
2023,6,12,23,24.5,4,0,1
2023,6,12,24,24.0,4,0,1
2023,6,13,1,23.8,4,0,1
2023,6,13,2,23.5,2,0,1
2023,6,13,3,23.7,4,0,1
2023,6,13,4,23.2,4,0,1
2023,6,13,5,22.8,4,0,1
2023,6,13,6,23.0,4,0,1
2023,6,13,7,23.5,4,0,1
2023,6,13,8,23.8,10,0.0,0
2023,6,13,9,24.3,10,0.0,0
2023,6,13,10,25.8,10,0.0,0
2023,6,13,11,26.2,4,0.0,0
2023,6,13,12,26.6,4,0,1
2023,6,13,13,27.0,4,0,1
2023,6,13,14,27.4,4,0,1
2023,6,13,15,27.8,4,0,1
2023,6,13,16,27.3,4,0,1
2023,6,13,17,26.7,10,0.0,0
2023,6,13,18,26.5,10,0.0,0
2023,6,13,19,26.4,10,0.0,0
2023,6,13,20,25.6,4,0.0,0
2023,6,13,21,25.6,4,0,1
2023,6,13,22,24.6,10,0.0,0
2023,6,13,23,23.4,10,0.0,0
2023,6,13,24,23.1,10,0.5,0
2023,6,14,1,23.4,4,0.0,0
2023,6,14,2,22.8,10,0.0,0
2023,6,14,3,22.7,10,0.5,0
2023,6,14,4,22.5,10,0.0,0
2023,6,14,5,22.4,4,0.0,0
2023,6,14,6,22.2,4,0,1
2023,6,14,7,22.8,4,0,1
2023,6,14,8,23.6,4,0,1
2023,6,14,9,24.3,4,0,1
2023,6,14,10,24.5,10,0.0,0
2023,6,14,11,23.5,10,9.5,0
2023,6,14,12,24.6,10,0.0,0
2023,6,14,13,26.1,10,0.0,0
2023,6,14,14,25.5,10,0.0,0
2023,6,14,15,25.0,10,0.0,0
2023,6,14,16,25.3,4,0.0,0
2023,6,14,17,25.8,4,0,1
2023,6,14,18,25.2,4,0,1
2023,6,14,19,24.3,4,0,1
2023,6,14,20,23.8,4,0,1
2023,6,14,21,23.2,4,0,1
2023,6,14,22,22.8,4,0,1
2023,6,14,23,22.8,4,0,1
2023,6,14,24,22.0,4,0,1
2023,6,15,1,22.3,4,0,1
2023,6,15,2,22.1,4,0,1
2023,6,15,3,22.1,4,0.0,0
2023,6,15,4,21.6,10,0.5,0
2023,6,15,5,20.3,10,1.5,0
2023,6,15,6,20.3,10,0.5,0
2023,6,15,7,20.4,10,0.5,0
2023,6,15,8,20.1,4,0.0,0
2023,6,15,9,21.6,4,0,1
2023,6,15,10,23.2,4,0,1
2023,6,15,11,25.4,2,0,1
2023,6,15,12,27.6,2,0,1
2023,6,15,13,28.1,2,0,1
2023,6,15,14,28.5,2,0,1
2023,6,15,15,29.4,2,0,1
2023,6,15,16,29.1,15,0,1
2023,6,15,17,27.5,2,0,1
2023,6,15,18,26.2,2,0,1
2023,6,15,19,26.3,2,0,1
2023,6,15,20,25.2,2,0,1
2023,6,15,21,24.2,2,0,1
2023,6,15,22,23.4,2,0,1
2023,6,15,23,23.0,2,0,1
2023,6,15,24,22.3,2,0,1
2023,6,16,1,21.6,2,0,1
2023,6,16,2,21.2,2,0,1
2023,6,16,3,19.9,2,0,1
2023,6,16,4,19.6,2,0,1
2023,6,16,5,19.4,2,0,1
2023,6,16,6,19.6,4,0,1
2023,6,16,7,20.7,4,0,1
2023,6,16,8,22.6,4,0,1
2023,6,16,9,24.3,2,0,1
2023,6,16,10,25.2,2,0,1
2023,6,16,11,26.9,2,0,1
2023,6,16,12,27.6,2,0,1
2023,6,16,13,29.0,2,0,1
2023,6,16,14,29.3,2,0,1
2023,6,16,15,29.2,2,0,1
2023,6,16,16,30.1,2,0,1
2023,6,16,17,27.1,4,0,1
2023,6,16,18,26.1,4,0,1
2023,6,16,19,25.0,4,0,1
2023,6,16,20,24.2,4,0,1
2023,6,16,21,23.6,4,0,1
2023,6,16,22,23.9,4,0,1
2023,6,16,23,23.5,4,0,1
2023,6,16,24,22.9,4,0,1
2023,6,17,1,22.3,4,0,1
2023,6,17,2,21.5,4,0,1
2023,6,17,3,20.9,2,0,1
2023,6,17,4,20.5,4,0,1
2023,6,17,5,20.0,4,0,1
2023,6,17,6,20.1,4,0,1
2023,6,17,7,20.8,4,0,1
2023,6,17,8,22.4,2,0,1
2023,6,17,9,24.7,2,0,1
2023,6,17,10,27.1,2,0,1
2023,6,17,11,27.7,4,0,1
2023,6,17,12,29.4,2,0,1
2023,6,17,13,28.9,2,0,1
2023,6,17,14,30.1,2,0,1
2023,6,17,15,30.1,2,0,1
2023,6,17,16,29.8,4,0,1
2023,6,17,17,29.0,2,0,1
2023,6,17,18,28.5,2,0,1
2023,6,17,19,26.7,4,0,1
2023,6,17,20,25.8,4,0,1
2023,6,17,21,25.2,4,0,1
2023,6,17,22,24.7,4,0,1
2023,6,17,23,23.9,4,0,1
2023,6,17,24,23.0,4,0,1
2023,6,18,1,22.8,4,0,1
2023,6,18,2,22.2,4,0,1
2023,6,18,3,22.2,4,0,1
2023,6,18,4,21.7,4,0.0,0
2023,6,18,5,21.9,10,0.0,0
2023,6,18,6,20.7,10,0.0,0
2023,6,18,7,21.0,4,0.0,0
2023,6,18,8,21.8,4,0.0,0
2023,6,18,9,22.7,10,0.0,0
2023,6,18,10,22.9,10,0.0,0
2023,6,18,11,23.5,10,0.0,0
2023,6,18,12,25.5,4,0.0,0
2023,6,18,13,25.9,10,0.0,0
2023,6,18,14,25.7,10,0.0,0
2023,6,18,15,26.5,4,0.0,0
2023,6,18,16,26.0,4,0,1
2023,6,18,17,25.6,4,0,1
2023,6,18,18,25.4,4,0,1
2023,6,18,19,25.0,4,0,1
2023,6,18,20,24.1,4,0,1
2023,6,18,21,23.7,4,0,1
2023,6,18,22,23.3,4,0,1
2023,6,18,23,22.7,4,0,1
2023,6,18,24,22.5,4,0,1
2023,6,19,1,22.5,4,0,1
2023,6,19,2,21.9,2,0,1
2023,6,19,3,21.0,2,0,1
2023,6,19,4,20.6,2,0,1
2023,6,19,5,19.9,2,0,1
2023,6,19,6,20.0,2,0,1
2023,6,19,7,20.9,2,0,1
2023,6,19,8,22.8,2,0,1
2023,6,19,9,25.3,2,0,1
2023,6,19,10,27.8,2,0,1
2023,6,19,11,29.1,2,0,1
2023,6,19,12,31.2,2,0,1
2023,6,19,13,31.5,2,0,1
2023,6,19,14,32.2,2,0,1
2023,6,19,15,32.4,2,0,1
2023,6,19,16,32.9,2,0,1
2023,6,19,17,33.0,2,0,1
2023,6,19,18,29.6,4,0,1
2023,6,19,19,28.9,4,0,1
2023,6,19,20,27.6,4,0,1
2023,6,19,21,26.1,4,0,1
2023,6,19,22,25.6,2,0,1
2023,6,19,23,25.4,4,0,1
2023,6,19,24,24.6,4,0,1
2023,6,20,1,24.3,4,0,1
2023,6,20,2,24.3,2,0,1
2023,6,20,3,23.2,4,0,1
2023,6,20,4,22.8,4,0,1
2023,6,20,5,21.9,4,0,1
2023,6,20,6,22.5,4,0,1
2023,6,20,7,23.5,4,0,1
2023,6,20,8,23.9,4,0,1
2023,6,20,9,25.7,4,0,1
2023,6,20,10,26.3,2,0,1
2023,6,20,11,28.4,2,0,1
2023,6,20,12,30.2,2,0,1
2023,6,20,13,31.1,4,0,1
2023,6,20,14,31.0,4,0,1
2023,6,20,15,30.7,4,0,1
2023,6,20,16,30.5,4,0,1
2023,6,20,17,30.1,4,0,1
2023,6,20,18,29.4,4,0,1
2023,6,20,19,29.0,4,0,1
2023,6,20,20,28.2,2,0,1
2023,6,20,21,27.4,4,0,1
2023,6,20,22,26.8,2,0,1
2023,6,20,23,26.3,2,0,1
2023,6,20,24,26.3,4,0,1
2023,6,21,1,25.9,4,0,1
2023,6,21,2,26.0,4,0,1
2023,6,21,3,23.7,4,0.0,0
2023,6,21,4,22.5,10,1.5,0
2023,6,21,5,21.4,10,5.0,0
2023,6,21,6,21.2,10,0.5,0
2023,6,21,7,22.2,10,0.5,0
2023,6,21,8,23.0,10,0.0,0
2023,6,21,9,22.8,10,1.5,0
2023,6,21,10,22.8,10,0.5,0
2023,6,21,11,23.0,10,0.0,0
2023,6,21,12,23.3,10,0.5,0
2023,6,21,13,24.3,4,0.5,0
2023,6,21,14,24.6,10,0.0,0
2023,6,21,15,24.2,10,0.5,0
2023,6,21,16,24.0,10,0.0,0
2023,6,21,17,23.8,10,0.0,0
2023,6,21,18,23.6,10,0.0,0
2023,6,21,19,23.3,10,0.0,0
2023,6,21,20,22.8,10,1.0,0
2023,6,21,21,22.9,4,0.0,0
2023,6,21,22,22.9,4,0,1
2023,6,21,23,22.8,4,0.0,0
2023,6,21,24,22.9,4,0.0,0
2023,6,22,1,22.8,4,0.0,0
2023,6,22,2,22.6,4,0,1
2023,6,22,3,22.7,4,0,1
2023,6,22,4,22.5,4,0,1
2023,6,22,5,22.4,2,0,1
2023,6,22,6,22.5,4,0,1
2023,6,22,7,23.9,2,0,1
2023,6,22,8,23.8,4,0.0,0
2023,6,22,9,24.6,10,0.0,0
2023,6,22,10,25.3,4,0.0,0
2023,6,22,11,27.2,2,0,1
2023,6,22,12,27.6,4,0,1
2023,6,22,13,28.1,2,0,1
2023,6,22,14,27.9,2,0,1
2023,6,22,15,27.9,2,0,1
2023,6,22,16,27.2,2,0,1
2023,6,22,17,26.4,2,0,1
2023,6,22,18,25.2,2,0,1
2023,6,22,19,24.1,4,0,1
2023,6,22,20,23.5,4,0,1
2023,6,22,21,23.2,4,0,1
2023,6,22,22,23.1,4,0,1
2023,6,22,23,22.7,4,0,1
2023,6,22,24,22.5,4,0,1
2023,6,23,1,22.7,4,0,1
2023,6,23,2,22.5,4,0.0,0
2023,6,23,3,22.3,4,0,1
2023,6,23,4,22.3,4,0,1
2023,6,23,5,22.1,4,0,1
2023,6,23,6,22.0,4,0,1
2023,6,23,7,22.5,4,0,1
2023,6,23,8,23.8,4,0,1
2023,6,23,9,24.7,4,0,1
2023,6,23,10,25.3,4,0,1
2023,6,23,11,26.1,4,0,1
2023,6,23,12,26.7,4,0,1
2023,6,23,13,26.8,4,0,1
2023,6,23,14,26.8,4,0,1
2023,6,23,15,26.9,4,0,1
2023,6,23,16,27.6,4,0,1
2023,6,23,17,27.9,4,0,1
2023,6,23,18,27.3,4,0,1
2023,6,23,19,26.3,4,0,1
2023,6,23,20,25.2,4,0,1
2023,6,23,21,24.2,4,0,1
2023,6,23,22,24.0,4,0,1
2023,6,23,23,23.3,4,0,1
2023,6,23,24,23.2,4,0,1
2023,6,24,1,22.8,4,0,1
2023,6,24,2,21.9,4,0,1
2023,6,24,3,21.7,4,0,1
2023,6,24,4,21.3,4,0,1
2023,6,24,5,21.2,4,0,1
2023,6,24,6,21.5,4,0,1
2023,6,24,7,22.8,4,0,1
2023,6,24,8,24.6,4,0,1
2023,6,24,9,26.1,4,0,1
2023,6,24,10,26.9,4,0,1
2023,6,24,11,27.7,4,0,1
2023,6,24,12,29.1,4,0,1
2023,6,24,13,29.0,4,0,1
2023,6,24,14,28.7,4,0,1
2023,6,24,15,29.7,4,0,1
2023,6,24,16,28.8,4,0,1
2023,6,24,17,28.0,4,0,1
2023,6,24,18,27.7,4,0,1
2023,6,24,19,27.0,4,0,1
2023,6,24,20,26.2,4,0,1
2023,6,24,21,25.8,4,0,1
2023,6,24,22,25.5,4,0,1
2023,6,24,23,25.2,4,0,1
2023,6,24,24,24.7,4,0,1
2023,6,25,1,24.7,4,0,1
2023,6,25,2,24.3,4,0.0,0
2023,6,25,3,24.0,10,0.0,0
2023,6,25,4,23.7,10,0.0,0
2023,6,25,5,23.3,10,0.0,0
2023,6,25,6,22.7,10,0.0,0
2023,6,25,7,22.8,10,0.0,0
2023,6,25,8,23.1,10,0.5,0
2023,6,25,9,23.7,10,0.0,0
2023,6,25,10,23.6,10,0.5,0
2023,6,25,11,23.5,10,0.5,0
2023,6,25,12,23.4,10,0.0,0
2023,6,25,13,24.1,10,0.0,0
2023,6,25,14,24.0,10,0.0,0
2023,6,25,15,24.0,10,0.5,0
2023,6,25,16,23.7,10,0.5,0
2023,6,25,17,23.9,10,0.0,0
2023,6,25,18,23.4,10,1.0,0
2023,6,25,19,23.1,10,1.0,0
2023,6,25,20,23.1,10,0.0,0
2023,6,25,21,23.0,10,0.5,0
2023,6,25,22,23.2,4,0.0,0
2023,6,25,23,23.2,4,0.0,0
2023,6,25,24,23.2,4,0,1
2023,6,26,1,23.2,4,0.0,0
2023,6,26,2,23.1,4,0,1
2023,6,26,3,23.1,4,0,1
2023,6,26,4,23.1,10,0.0,0
2023,6,26,5,23.3,4,0.0,0
2023,6,26,6,23.4,4,0,1
2023,6,26,7,23.7,4,0,1
2023,6,26,8,25.3,4,0,1
2023,6,26,9,26.9,10,0.0,0
2023,6,26,10,27.0,10,0.0,0
2023,6,26,11,25.9,10,1.0,0
2023,6,26,12,27.1,4,0.0,0
2023,6,26,13,27.5,4,0.0,0
2023,6,26,14,29.2,4,0,1
2023,6,26,15,30.4,4,0,1
2023,6,26,16,30.9,4,0,1
2023,6,26,17,29.7,2,0,1
2023,6,26,18,29.3,2,0,1
2023,6,26,19,27.7,4,0,1
2023,6,26,20,27.1,4,0,1
2023,6,26,21,26.7,4,0,1
2023,6,26,22,25.9,4,0,1
2023,6,26,23,26.0,4,0,1
2023,6,26,24,25.9,4,0,1
2023,6,27,1,25.8,2,0,1
2023,6,27,2,25.2,4,0,1
2023,6,27,3,25.1,2,0.0,0
2023,6,27,4,25.2,2,0.0,0
2023,6,27,5,25.5,2,0,1
2023,6,27,6,25.7,2,0,1
2023,6,27,7,26.0,2,0,1
2023,6,27,8,27.2,4,0,1
2023,6,27,9,28.7,4,0,1
2023,6,27,10,29.1,4,0,1
2023,6,27,11,29.4,4,0,1
